Player,Pos,90s,PrgC,PrgP,PrgR,Succ Takeons,Attakcking Third Carries,Long Passes Cmp,xA,Pass Cmp%,Pass PrgDist,TklW,Blocks,Int,Recov
Renan Lodi,DF,9,12,36,52,2,18,26,0.6,78.4,1750,9,3,9,47
Ruben Loftus-Cheek,MF,5,23,21,37,6,15,4,1.1,83.2,525,1,6,3,21
Andy Logbo,FW,2.3,1,2,6,3,0,1,0.2,78.8,31,0,7,0,10
Enzo Loiodice,MF,9.1,12,36,32,9,11,15,0.7,80.3,1167,14,5,8,53
Sean Longstaff,MF,9,6,48,32,2,6,26,0.7,80.2,1728,9,15,3,46
Ademola Lookman,"FW,MF",7.3,23,34,72,12,15,5,1.1,74.5,799,2,7,1,30
Noah Loosli,"DF,MF",1.3,1,1,1,1,0,2,0,68,218,3,2,2,12
Anthony Lopes,GK,8,1,0,0,0,0,60,0,78.3,3588,0,0,0,11
David López,"DF,MF",10.1,10,25,1,2,4,42,0.3,90.8,3990,14,12,11,70
Diego López,"MF,FW",10.2,37,33,75,9,22,13,0.8,67.2,777,12,9,8,40
Fermin López,"MF,FW",4.6,6,19,12,10,4,11,0.4,80.9,389,5,5,1,25
Javi López,"DF,MF",5.7,15,22,25,9,9,21,1.1,68.2,1387,3,4,2,30
Maxime Lopez,MF,1.2,0,1,0,0,0,7,0,81.8,197,3,0,1,9
Maxime Lopez,MF,1.6,2,18,4,0,4,9,0.2,91.2,777,1,1,2,10
Pau López,GK,10.7,0,0,0,0,0,60,0,79.4,4353,0,0,0,8
Unai López,MF,7,10,24,9,8,5,46,0.7,82.3,1769,6,9,5,56
Dion Lopy,MF,9.3,5,35,7,12,7,51,0.2,84.8,1615,19,9,5,72
Anthony Losilla,MF,8.8,3,29,12,3,3,6,0.3,71.7,998,13,13,15,56
Jordan Lotomba,DF,4.5,4,7,1,4,3,8,0.1,85,967,7,4,4,17
Tom Louchet,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo Lovato,DF,7.6,1,22,1,0,2,17,0.2,79.5,1756,9,10,12,32
Dejan Lovren,DF,2,2,9,1,0,6,12,0,83.3,770,3,2,3,8
Sandi Lovrić,MF,6.5,20,24,36,4,15,21,0.8,79.7,929,3,6,3,42
Max Lowe,"MF,DF",1.4,0,4,2,0,1,1,0,58.3,112,5,2,1,2
Anthony Lozano,"MF,FW",0.9,0,1,5,1,0,0,0,53.8,14,0,0,0,2
Lucas,DF,4.1,6,7,19,6,2,8,0.2,69.9,694,8,9,2,28
Lorenzo Lucca,FW,7.2,4,5,37,1,5,3,0.2,56.5,103,2,3,2,14
Jhon Lucumí,DF,4.9,5,21,0,1,4,36,0.1,92.1,1824,7,8,1,35
José Luis Gayà,DF,9.9,31,29,43,8,22,40,0.9,74.7,2450,22,6,4,64
José Luis Morales,"MF,FW",3.3,6,2,18,5,5,3,0.1,71.7,111,1,3,2,13
José Luis Palomino,DF,0,0,1,0,0,0,1,0,72.7,66,0,0,0,2
Douglas Luiz,MF,11.4,27,66,23,8,20,69,1.3,85.1,2947,18,15,5,72
Romelu Lukaku,FW,9.1,13,8,78,6,10,4,0.6,69,246,0,4,0,18
Castello Lukeba,DF,8.4,11,33,4,5,7,32,0.2,90.9,3381,3,15,3,63
Dodi Lukebakio,"FW,MF",6.1,26,20,56,17,15,13,0.3,77,342,0,6,2,13
Saša Lukić,MF,3.9,3,13,5,3,6,9,0.1,89.4,527,4,4,3,16
Andriy Lunin,GK,3,0,0,0,0,0,22,0,92.8,1280,0,0,0,2
Sebastiano Luperto,DF,12,1,24,0,0,1,31,0.1,85.4,2645,9,16,8,59
Charalambos Lykogiannis,DF,5.9,19,18,23,0,9,12,0.2,73.2,1183,3,9,4,17
Senne Lynen,MF,4.1,3,8,6,1,1,14,0.2,80.5,618,5,14,11,23
Ian Maatsen,"FW,MF",1.3,5,5,9,0,2,3,0.2,67.1,231,2,2,2,4
Alexis Mac Allister,MF,9.8,14,72,6,9,16,39,1.1,87.7,2761,15,23,14,72
Deiver Machado,DF,6.5,15,18,56,4,12,10,1,77.3,1101,5,8,4,34
Darwin Machís,MF,5.7,14,12,29,5,11,14,0.8,65.1,679,7,5,3,37
James Maddison,MF,9.8,29,97,70,16,22,43,3.2,78.3,2521,6,6,5,23
Noni Madueke,"FW,MF",1.3,9,4,31,1,3,1,0.2,83.5,127,0,0,0,4
Pablo Maffeo,DF,6.7,23,15,27,6,21,15,0.5,61.9,1133,10,5,4,36
Soungoutou Magassa,DF,9.4,5,50,6,5,7,56,0.1,86.5,3484,15,13,14,69
Giulio Maggiore,MF,6,1,25,14,2,1,12,0.1,74.7,911,3,4,9,43
Matej Maglica,DF,5.8,4,25,1,0,5,34,0.1,76.5,1778,9,10,10,36
Giangiacomo Magnani,DF,12,3,36,5,3,5,55,0.2,81.3,2547,7,17,20,77
Hugo Magnetti,MF,7.8,10,27,16,4,9,10,1.4,86.4,767,14,4,7,41
Yohann Magnin,MF,5.8,7,24,20,1,5,26,0.9,83.7,877,5,8,5,35
Frank Magri,"FW,MF",6.5,13,13,46,8,8,2,0.2,67.7,337,2,3,0,27
Harry Maguire,DF,5.3,6,28,0,0,4,62,0.3,85,2361,2,8,3,28
Arne Maier,"DF,MF",0.6,0,1,6,3,0,4,0.1,74.5,287,2,1,0,5
Habib Maïga,"MF,FW",0.9,1,3,1,0,2,2,0,81,170,2,1,3,10
Mike Maignan,GK,9,0,0,0,0,0,92,0,83.2,5916,0,0,0,10
Linton Maina,"FW,MF",6.7,49,20,64,11,24,6,1.1,68.3,534,4,5,2,26
Patrick Mainka,DF,11,12,50,2,3,8,82,0.4,86.1,3896,11,22,16,62
Ainsley Maitland-Niles,"MF,DF",3,3,16,8,5,4,4,0.1,80.9,418,3,4,4,18
Lovro Majer,MF,0.2,1,0,1,1,0,2,0.1,87.5,96,0,0,0,2
Lovro Majer,"MF,FW",8.5,20,40,51,7,14,10,1.5,73,890,7,8,3,47
Jean-Victor Makengo,"MF,FW",3.5,6,13,5,2,4,2,0.1,86.3,439,1,9,6,17
Jordy Makengo,DF,0.5,1,5,6,0,3,3,0.1,91.7,153,0,1,0,3
Antoine Makoumbou,MF,11.9,9,66,22,9,8,53,0.3,89.6,1954,12,13,9,82
Nemanja Maksimović,MF,12.9,8,28,12,1,13,15,1,79.2,695,11,17,23,58
Daniel Maldini,FW,0.3,1,2,0,0,1,1,0.1,68.8,33,0,0,0,1
Youssef Maleh,MF,8.8,6,39,23,5,7,14,0.6,75.5,1279,21,23,9,60
Donyell Malen,"FW,MF",8.2,28,25,62,18,18,8,1.6,71.5,598,3,5,1,28
Ruslan Malinovskyi,"MF,FW",5.6,7,26,13,4,10,19,0.2,77.8,1022,5,7,0,27
Lennard Maloney,MF,10.5,1,27,5,2,5,45,0.2,78,1405,10,9,13,54
Aaron Malouda,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giorgi Mamardashvili,GK,13,0,0,0,0,0,63,0,56.7,4348,2,0,0,8
Wilson Manafá,DF,1.1,3,2,0,3,2,3,0.1,76.6,263,2,0,1,10
Hianga Mananga Mbock,"MF,FW",0.1,1,2,0,0,2,0,0.1,85.7,29,0,0,1,0
Gianluca Mancini,DF,11.2,11,39,6,1,18,58,0.5,83.1,3685,7,10,13,39
Marco Mancosu,"MF,FW",1.7,3,7,9,3,2,5,0.1,64.8,145,0,0,0,7
Steve Mandanda,GK,12,0,1,0,0,1,79,0,77.4,5512,0,0,0,14
Aïssa Mandi,DF,5.2,1,24,3,0,1,37,0.4,91,2503,4,3,3,25
Rolando Mandragora,MF,5.6,2,40,11,2,2,27,0.4,82.2,1207,3,6,2,29
Orel Mangala,MF,10.1,5,22,6,6,7,15,0.1,87.7,1181,7,8,15,41
Braydon Manu,MF,0.9,2,1,8,3,0,0,0,76.5,21,0,1,0,2
Benson Manuel,"MF,FW",0.7,2,0,9,3,6,0,0,75,10,2,0,0,3
Faitout Maouassa,DF,0.3,1,0,0,0,0,0,0.1,63.6,51,1,0,0,0
Solly March,"FW,DF",6.2,14,24,44,8,7,17,1,77.8,899,14,5,11,36
Riccardo Marchizza,DF,12,6,33,36,3,2,30,0.8,76.2,3199,6,9,7,40
Gian Marco Ferrari,DF,5.4,8,32,2,0,4,42,0.1,82.9,2517,3,6,7,36
Óscar de Marcos,DF,10.4,25,71,49,3,18,41,2.4,78.8,3652,19,13,4,64
José Mari,"MF,FW",0.2,0,1,1,0,0,2,0,76.2,49,1,0,0,3
Pablo Marí,DF,9.1,0,20,0,0,2,59,0.3,92.5,3214,12,12,10,33
José María Giménez,"DF,MF",4,0,7,1,2,0,19,0,81.3,1390,1,4,1,15
Mariano,FW,1.9,1,5,7,0,3,4,0.1,64.5,122,1,1,0,5
Mirko Marić,FW,1.5,0,1,10,0,0,1,0.1,75,30,0,4,0,6
Rafa Marín,DF,6.1,1,23,2,1,0,31,0.1,80.8,1707,4,6,8,40
Răzvan Marin,MF,7.7,10,29,14,6,9,33,0.6,74,1320,7,7,1,37
Diego Mariño,GK,1,0,0,0,0,0,2,0,85.2,237,0,0,0,1
Guillermo Maripán,DF,7,3,17,1,0,0,35,0.1,88.7,2261,3,9,11,37
Mika Màrmol,DF,10.5,10,31,2,8,7,28,0.1,88.5,4157,16,13,11,65
Omar Marmoush,"FW,MF",8.3,29,16,51,15,12,11,2,70.5,449,3,2,6,40
Marquinhos,"FW,MF",1,1,4,8,3,1,1,0.2,74.4,123,2,4,3,11
Marquinhos,DF,8.9,7,51,3,1,10,73,0.4,94.8,5070,5,15,11,65
Agustín Martegani,MF,4.4,11,19,13,6,10,10,0.3,86.1,597,2,1,3,31
Eric Martel,MF,7.6,2,18,15,3,4,11,0.5,80.3,821,8,19,11,51
Roger Martí,FW,8,6,9,32,1,11,4,0.8,61.7,286,4,11,4,35
Anthony Martial,"FW,MF",2.8,3,7,22,1,3,1,0.1,84.4,131,1,2,0,6
Aarón Martín,DF,3.9,5,7,20,0,5,12,0.3,68.6,631,2,4,4,20
Iván Martín,"MF,FW",9.8,30,38,41,8,24,14,0.8,91.6,1034,10,8,4,40
Jonas Martin,MF,3.6,7,25,7,3,7,19,0.3,86.5,882,8,3,0,29
Gabriel Martinelli,FW,8,42,28,121,18,16,27,1.5,79.1,951,6,5,3,27
Arnau Martinez,DF,7.1,19,38,4,1,8,16,1.3,90,1924,10,8,4,34
Emiliano Martínez,GK,11,0,1,0,0,0,61,0,83.4,4753,0,0,0,18
Iñigo Martínez,DF,5,12,21,2,0,6,42,0.1,88,2283,4,8,3,25
Josep Martinez,GK,11,0,0,0,1,0,130,0,70.6,7672,0,0,0,11
Lautaro Martínez,FW,10.9,24,29,60,8,10,11,0.5,78,749,5,13,11,38
Lisandro Martínez,DF,4.2,6,26,1,2,3,18,0.1,92.1,1287,6,4,2,19
Lucas Martínez Quarta,DF,10,6,67,5,5,6,77,0.4,82,4155,19,16,13,57
Adam Marušić,DF,11.1,14,31,32,6,17,27,0.3,81.7,3373,13,9,9,57
Marvin,"FW,MF",4.6,11,5,49,6,8,2,0.8,74.6,382,4,6,4,23
Omar Mascarell,MF,4.2,5,19,1,2,2,21,0.1,79.2,837,1,2,7,26
Erhan Mašović,DF,8.7,0,17,3,0,1,17,0.3,75.2,1079,20,14,3,42
Roberto Massimo,"DF,FW",0.7,2,3,3,0,1,2,0,78.8,109,0,0,0,8
Clinton Mata,DF,7.1,5,25,11,5,11,36,0.6,82.1,2747,8,7,14,57
Jaime Mata,"MF,FW",6.1,9,10,39,3,8,7,0.6,64.2,377,8,8,4,23
Pape Matar Sarr,MF,9.2,18,67,38,8,25,22,0.9,88,1719,12,9,8,67
Eliot Matazo,MF,1.1,2,10,2,2,4,5,0.7,79.4,348,1,1,3,12
Jean-Philippe Mateta,FW,4.3,2,5,24,3,1,2,0.5,66.2,146,2,2,1,8
Nemanja Matić,MF,9,13,64,6,15,30,71,0.8,86.2,3250,8,13,25,81
Joël Matip,DF,6.9,5,25,1,0,12,27,0.1,87.6,2463,5,8,8,50
Alex Matos,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrislain Matsima,DF,3.3,5,31,5,0,7,15,0.1,93,1588,7,4,4,23
Alan Matturro,"DF,FW",0.9,0,4,1,1,0,1,0,62.5,134,1,3,2,6
Azor Matusiwa,MF,9.5,5,38,6,6,10,50,0.2,85.7,1720,16,12,17,72
Neal Maupay,FW,3,4,9,20,1,5,3,0.5,73.2,209,2,2,1,14
Neal Maupay,FW,1.2,1,0,6,0,1,1,0,84.6,14,0,2,0,4
Aïman Maurer,"MF,FW",0.4,1,2,6,1,1,0,0,68.4,40,1,0,0,1
Konstantinos Mavropanos,DF,1,0,0,0,0,0,2,0,70.7,143,0,2,2,3
Christian Mawissa,DF,0.2,1,1,1,0,1,0,0,85.7,14,0,0,0,1
Philipp Max,"DF,MF",6.9,12,19,23,3,9,15,1.2,83.8,1669,7,9,3,28
Eric Maxim Choupo-Moting,"MF,FW",1.8,5,6,20,8,2,4,0.3,85.3,213,4,0,1,10
Luís Maximiano,GK,10,0,0,0,0,0,62,0,64.1,4393,0,0,0,7
Borja Mayoral,FW,11,14,27,46,13,13,29,0.7,69.7,565,2,2,2,26
Youssef Maziz,"FW,MF",1.4,2,6,2,2,3,5,0.1,76.9,220,0,1,1,6
Noussair Mazraoui,DF,7.6,23,65,48,6,12,17,1.7,87.6,2567,6,7,11,37
Luca Mazzitelli,MF,10.1,6,73,22,4,5,43,0.2,77,2386,12,12,5,58
Pasquale Mazzocchi,DF,8.8,31,31,49,13,24,11,0.6,72.2,1826,14,8,1,44
Kevin Mbabu,DF,3.6,10,12,11,8,10,11,0.5,58.2,834,6,3,4,31
Noah Mbamba,MF,0.2,1,2,1,0,2,0,0.5,94.7,85,0,0,1,1
Kylian Mbappé,"FW,MF",9.8,48,53,125,24,31,17,2.5,84.1,993,1,2,1,18
Malick Mbaye,"MF,FW",1.6,8,1,17,1,5,6,0.2,62,117,1,1,0,6
Mamadou Mbaye,DF,0.6,0,0,0,0,0,1,0,68.2,126,0,1,1,2
Chancel Mbemba,DF,10,4,37,3,2,8,53,0.2,88.4,3100,10,11,10,55
Nolan Mbemba,MF,0.2,0,2,1,0,0,1,0,71.4,51,0,0,0,1
Bryan Mbeumo,FW,12,45,59,113,11,27,32,3.6,68.9,1667,7,12,4,49
Jordi Mboula,"MF,FW",1.3,3,2,7,1,1,1,0,61.5,46,2,0,0,3
James Mcatee,MF,5.7,17,15,34,9,6,4,0.3,67.6,269,9,7,1,21
James Mcatee,MF,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Oliver McBurnie,FW,4.8,2,10,24,4,5,2,0.8,58.6,230,1,9,2,11
James McConnell,MF,0,0,0,0,0,0,0,0,0,0,0,1,1,0
John McGinn,"MF,FW",11.3,16,68,38,23,21,50,1.7,79.7,2000,4,7,7,49
Scott McKenna,DF,4.6,1,10,0,0,0,17,0.2,73.7,1280,0,6,5,25
Weston McKennie,"FW,MF",9.8,25,27,57,5,21,36,0.8,76.5,1718,13,11,12,42
Dwight McNeil,"MF,FW",7.6,24,18,33,9,18,19,2.4,68.6,841,7,17,6,35
Scott McTominay,MF,5.8,5,17,11,5,4,14,0.1,81.2,652,7,9,6,33
Facundo Medina,DF,10.2,15,83,4,9,17,56,0.8,87.2,4235,18,19,11,90
Ben Mee,DF,2.7,1,8,4,0,0,6,0.4,72.9,544,6,2,2,14
Marvin Mehlem,MF,9.6,20,31,44,5,9,19,0.9,75.9,1110,12,13,20,50
Bamo Meïté,DF,0.9,0,2,1,1,2,8,0,94.6,347,0,1,1,6
Bamo Meïté,DF,1.6,0,1,0,0,0,2,0,85.7,413,1,3,3,6
Hannibal Mejbri,MF,1.3,2,6,8,1,0,2,0.5,90.3,143,3,1,0,8
Óscar Melendo,"MF,FW",7.5,13,23,14,5,9,20,0.8,81.8,845,5,9,2,36
Gonzalo Melero,"MF,FW",6.8,12,22,20,6,3,12,0.6,83.1,838,3,5,1,15
Birger Meling,DF,0.2,0,0,0,0,0,0,0,100,22,1,1,0,0
Arthur Melo,MF,9.2,9,54,11,2,12,68,0.8,91.2,2437,16,14,5,57
Memphis,FW,1.5,4,3,11,1,4,2,0.1,72.7,88,1,0,0,1
Houboulang Mendes,"DF,MF",3.4,5,8,3,2,4,8,0,73.2,865,10,2,1,23
Tomás Mendes,MF,0.1,0,0,0,0,1,0,0,66.7,0,0,0,0,2
Brais Méndez,"MF,FW",11,19,57,54,13,14,31,1.4,78.2,1636,13,9,3,61
Diego Méndez,MF,0.1,1,1,0,0,0,0,0,100,21,1,0,1,1
Benjamin Mendy,DF,0.9,5,7,12,2,3,6,0.6,72.6,406,0,0,0,4
Ferland Mendy,DF,4.5,6,19,16,3,5,16,0.1,93.8,1241,2,3,6,28
Formose Mendy,DF,6,8,18,2,3,3,28,0.1,76.9,1640,7,9,11,46
Nampalys Mendy,MF,2.1,2,17,1,0,5,18,0,87.6,559,3,1,3,17
Teden Mengi,DF,5.7,2,11,0,1,0,16,0,77.5,1032,4,11,14,22
Chris Mepham,DF,1.9,1,4,0,0,0,6,0,78.9,471,2,3,3,10
Jorge Meré,DF,3.6,0,4,0,0,1,12,0,74.7,405,3,4,4,21
Alex Meret,GK,11,0,0,0,0,0,44,0,84.9,3123,0,0,0,24
Mikel Merino,MF,8.4,7,28,31,10,13,21,0.8,76.9,1192,14,10,5,71
Quentin Merlin,DF,11.1,24,67,41,4,24,56,1.3,71.7,3783,14,11,13,73
Junior Messias,DF,0.3,2,1,5,2,1,0,0,50,10,1,0,1,1
Bastien Meupiyou,DF,0.1,0,0,0,0,0,0,0,100,3,0,0,0,1
Alexander Meyer,GK,0.7,0,0,0,0,0,5,0,92.9,356,1,0,0,0
Omenuke Mfulu,MF,0.8,1,1,0,1,1,0,0,90,275,3,1,2,6
Sven Michel,"FW,MF",4.6,2,10,25,8,2,2,0.3,62.6,240,2,0,0,14
Miguel,"FW,MF",0.7,1,0,3,0,0,0,0,46.7,0,0,2,0,3
Georges Mikautadze,FW,2.9,9,8,14,10,4,2,0.1,68.2,122,1,1,1,12
Nikola Milenković,DF,10.3,1,28,2,1,4,68,0.5,85.8,3423,9,11,6,44
Lewis Miley,MF,0.7,0,2,0,0,1,1,0,88.1,128,1,2,2,11
Arkadiusz Milik,FW,3.4,3,9,21,4,2,5,0.3,82.1,217,2,2,2,12
Vanja Milinković-Savić,GK,12,0,0,0,0,0,104,0,69,6887,0,0,0,17
Éder Militão,DF,0.5,1,1,1,0,0,3,0,96.9,216,0,1,0,4
Luis Milla,MF,1.5,1,2,2,1,2,6,0.1,56.9,244,4,2,2,15
Enzo Millot,"MF,FW",7.9,15,42,62,18,18,18,1.7,82.8,1097,6,8,5,41
James Milner,"DF,MF",3.9,3,28,23,1,2,10,0.4,83.5,1053,7,5,5,18
Jovan Milošević,FW,0.3,0,1,1,2,1,0,0,60,17,0,0,0,0
Marko Milovanović,"FW,MF",0.3,0,0,0,0,1,0,0,50,10,0,0,0,1
Kim Min-jae,DF,10.6,3,71,2,0,5,49,0.3,92.6,7423,6,16,15,74
Yerry Mina,DF,0,0,0,1,0,0,0,0,100,0,0,0,0,0
Takumi Minamino,MF,7.6,15,30,80,4,9,11,1.6,75.6,776,9,8,3,32
Lucas Mincarelli,DF,0.1,0,0,0,0,0,0,0,100,10,1,0,0,0
Tyrone Mings,DF,0.3,0,0,0,0,0,2,0.2,100,86,0,0,1,2
Óscar Mingueza,"DF,MF",12.2,23,49,51,11,21,40,1.7,70.7,3725,15,15,7,67
Ignasi Miquel,DF,12.5,4,34,3,2,2,59,0.3,81.7,3599,13,9,9,66
Rafa Mir,FW,2.1,3,2,12,2,2,1,0.1,67.4,47,2,1,0,7
Ignacio Miramon,MF,0.4,1,3,0,0,1,3,0,87.5,135,0,1,0,4
Aleksei Miranchuk,"MF,FW",1.8,5,10,16,1,3,4,0.3,71.1,231,2,2,0,12
Juan Miranda,DF,7.2,14,37,30,0,8,28,1.1,80,2343,6,11,8,29
Kevin Miranda,DF,0.2,0,0,0,1,0,1,0,90,43,0,0,0,1
Antonio Mirante,GK,1,0,0,0,0,0,5,0,58.6,372,0,0,0,0
Fabio Miretti,MF,5.1,8,16,22,13,11,11,0.8,78.6,701,4,5,2,31
Filippo Missori,DF,0.5,3,2,2,0,1,4,0,73.1,92,1,1,2,1
Tyrick Mitchell,DF,11.8,9,35,58,5,7,22,0.8,73.5,2742,15,14,9,83
Kaoru Mitoma,"FW,MF",10.9,76,34,126,26,39,5,2.5,79.5,840,3,9,4,47
Aleksandar Mitrović,FW,0.4,0,1,0,3,0,1,0,50,24,0,0,0,1
Stefan Mitrović,DF,7.5,3,18,1,2,0,39,0.3,75.2,1512,2,3,6,26
Maximilian Mittelstädt,"DF,FW",3.2,11,18,31,4,16,8,0.9,81.2,832,7,2,5,22
Henrikh Mkhitaryan,MF,10.2,32,63,36,8,24,29,1.4,84.8,1605,13,5,14,65
Luka Modrić,MF,4.9,11,55,25,5,13,38,0.9,86,1849,1,4,5,29
Terem Moffi,FW,9.1,13,11,58,8,13,6,0.6,75.7,239,2,3,0,18
Mostafa Mohamed,FW,7.6,6,8,41,6,2,9,0.2,63.3,216,4,9,2,16
Kudus Mohammed,"MF,FW",4.1,18,22,36,12,9,14,0.4,83.7,347,8,8,1,38
Dion Moise Sahi,"MF,FW",2.9,9,11,15,2,6,6,0.2,77.9,208,3,6,1,12
Johan Mojica,"DF,FW",6.4,25,26,49,4,19,27,1.6,72.1,1690,9,7,11,62
Alberto Moleiro,"FW,MF",1.6,6,2,23,3,6,1,0.1,86.7,113,2,3,1,1
Nahuel Molina,DF,7.9,14,24,56,4,19,24,0.9,74.7,2078,9,6,3,53
Florent Mollet,"MF,FW",8.3,10,31,48,5,13,17,0.6,79.8,1234,2,7,1,42
Jon Moncayola,MF,6.1,6,33,16,2,4,37,0.9,75.7,1589,5,8,7,30
Ilario Monterisi,DF,8.5,0,25,3,3,1,44,0.1,84,3969,7,16,4,47
César Montes,DF,4.7,1,12,1,0,1,20,0.1,75.3,1545,3,7,1,19
Gonzalo Montiel,DF,1.9,4,9,7,0,8,3,0.1,78.8,425,2,2,2,7
Lorenzo Montipò,GK,12,0,0,0,0,0,122,0.1,59,7744,0,0,0,14
Kieffer Moore,"FW,MF",1,1,3,13,0,0,0,0.3,65.6,58,0,0,0,2
Álvaro Morata,FW,9.1,7,13,27,6,6,11,0.2,73.5,315,2,7,0,24
Diego Moreira,MF,0.7,3,3,5,0,1,1,0.1,73.3,78,0,0,1,2
Alberto Moreno,DF,4.9,8,23,28,2,7,26,0.6,82.6,1316,4,2,3,23
Gerard Moreno,"FW,MF",9.1,20,57,64,20,17,37,1.7,78.6,1186,4,8,4,34
Manu Morlanes,MF,4,3,13,5,3,5,11,0.2,83.7,552,11,3,4,35
Nikola Moro,"MF,FW",3.2,5,22,13,3,8,24,0.1,83.2,822,5,9,3,12
Carlton Morris,FW,11.2,10,30,58,11,6,10,0.6,60.4,467,3,8,0,33
Cristhian Mosquera,DF,9.2,7,24,3,5,3,30,0,88.5,2186,13,9,14,53
Dany Mota,"FW,MF",5.8,30,14,36,3,15,15,0.5,69.6,368,0,2,0,24
Lebo Mothiba,FW,4.9,5,8,19,0,5,2,0.4,72.4,154,2,4,0,11
Youssoufa Moukoko,FW,1.5,4,2,5,1,0,1,0.1,85.7,49,0,2,1,4
Steve Mounié,FW,5.4,6,8,29,6,4,5,0.6,69.4,271,3,4,0,18
Mason Mount,MF,4.4,6,15,26,4,4,9,0.3,79.8,570,10,5,3,27
Samuel Moutoussamy,"MF,FW",6.6,13,31,21,3,6,9,0.5,81.4,942,8,11,6,39
Mykhailo Mudryk,FW,4.1,22,6,28,8,15,7,1,60.8,266,6,4,2,15
François Mughe,MF,1.8,6,7,16,2,7,2,0.2,63.4,146,0,2,0,6
Joel Mugisha,"DF,FW",2,4,1,16,3,3,2,0.2,66.7,98,3,1,2,11
Nordi Mukiele,DF,2.3,3,11,5,2,1,10,0.2,90.1,743,3,2,4,21
Samuele Mulattieri,FW,1.1,4,0,5,2,2,0,0.5,77.8,17,0,2,0,6
Andreas Müller,MF,0.2,0,0,0,0,0,0,0,28.6,0,3,1,0,2
Jannik Müller,DF,4,1,10,3,0,0,15,0,81,1007,4,5,5,24
Kevin Müller,GK,11,0,0,0,0,0,163,0,75.4,7627,0,0,0,10
Thomas Müller,MF,3.7,10,15,40,0,9,4,2.1,72.7,489,7,7,0,12
Abdul Mumin,DF,4,2,15,1,0,0,14,0,82.4,708,2,10,3,10
Marshall Munetsi,MF,9.9,12,21,36,3,9,11,1.3,68.5,626,14,10,3,47
Iker Muniain,"MF,FW",3.4,9,16,24,8,3,7,0.3,79.1,548,0,3,0,19
Rodrigo Muniz,FW,1.5,0,1,2,0,0,0,0,54.2,35,0,1,1,5
Aihen Muñoz,DF,10.4,21,31,16,9,19,38,0.6,74.1,3395,15,14,8,53
Iker Muñoz,MF,4.7,2,17,4,1,5,17,0.1,70.9,831,8,2,3,27
Javier Muñoz,MF,9,8,32,47,3,9,10,0.6,81.4,1108,1,16,8,36
Luis Muriel,"FW,MF",2.1,10,11,26,3,5,16,1.1,76.7,550,2,1,1,9
Murillo,DF,5.8,8,19,0,9,2,33,0.1,81.2,1801,5,6,5,31
Vedat Muriqi,FW,11.7,12,17,49,3,7,15,1,62.5,488,3,2,0,33
Jacob Murphy,FW,1.3,6,10,13,3,6,1,0.7,72.5,238,2,2,0,6
Yunus Musah,"MF,FW",6.8,15,22,33,3,14,12,0.3,82.3,757,6,3,6,29
Jamal Musiala,MF,5.1,22,27,32,20,18,3,1.7,82.2,596,7,7,2,27
Juan Musso,GK,8,0,0,0,0,0,52,0,76.9,3455,0,0,0,18
Yvon Mvogo,GK,12,0,0,0,0,0,100,0,75.4,6133,0,0,0,11
Junior Mwanga,MF,3.8,8,12,2,8,2,13,0.2,83,506,5,3,7,20
Phillipp Mwene,DF,3.4,7,9,20,3,4,5,0.4,61.4,610,2,4,4,18
Vitaliy Mykolenko,DF,8,3,12,14,6,6,16,0.3,72.6,1554,20,12,14,46
Joakim Mæhle,DF,10.7,27,46,69,10,18,26,2.2,80.6,2385,10,17,12,47
Obite N'Dicka,DF,8.8,6,31,4,0,10,27,0.2,89.3,3154,8,11,5,48
Kévin N'Doram,MF,6.8,8,33,1,3,6,33,0.2,83.4,1450,2,6,11,33
Joseph N'Duquidi,MF,4.3,2,12,1,1,4,6,0.1,78.7,297,1,6,7,23
Nathan N'Goumou,"FW,MF",5.4,13,14,46,9,8,8,0.8,76.7,379,12,9,2,28
Stanley N'Soki,DF,0.3,0,1,0,0,0,2,0,83.3,149,0,0,0,3
Nacho,DF,4.2,4,14,5,0,2,14,0.1,93.5,1502,5,8,4,22
Bilal Nadir,DF,0.1,2,0,1,0,1,0,0,100,17,0,0,0,0
Marvelous Nakamba,MF,11.8,1,35,4,3,8,26,0.5,84.1,1574,22,18,10,87
Keito Nakamura,FW,5.3,11,22,45,8,8,10,1,65.1,384,7,10,1,21
Nahitan Nández,"MF,DF",7.4,23,31,30,8,9,20,1,62.1,1052,5,5,4,36
Matija Nastasić,DF,8,0,11,1,0,1,44,0,80.2,1995,3,12,6,33
Natan,DF,6,5,18,0,0,1,35,0.1,89.2,1644,8,8,4,17
Roberto Navarro,MF,2.1,9,4,6,4,0,3,0.1,64.6,147,2,1,2,8
Jesús Navas,DF,8,21,43,58,5,13,37,0.8,69.6,1998,15,6,11,51
Michel Ndary Adopo,"MF,DF",0.4,0,4,5,1,0,1,0,82.1,147,0,0,0,5
Youssouf Ndayishimiye,MF,10.8,9,47,7,8,8,24,0.2,87.7,2168,5,13,8,58
Bassirou Ndiaye,FW,1.7,0,0,0,0,0,0,0,0,0,2,0,1,
